wave,Id,Owns Property,Weekly Gross Income,FY disposable income +,FY disposable income -
14,116791,1,0,22498,0
18,116421,1,0,19500,0
6,8761,0,0,13484,0
10,9781,0,0,18281,0
14,116791,0,0,25208,0
18,116421,0,0,42700,0
6,61361,1,1227,57812,0
10,62481,1,720,48094,0
14,142931,1,0,42265,0
18,142801,1,0,33030,0
6,48681,1,218,46865,0
10,40471,1,638,53756,0
14,185321,1,1900,49673,0
18,185691,1,1200,49564,0
6,60591,1,0,623391,0
10,61641,1,0,627319,0
14,148671,1,0,763891,0
18,148151,1,0,852190,0
6,60591,1,0,623391,0
10,61641,1,0,627319,0
14,148671,1,0,375258,0
18,148151,1,0,272476,0
6,63451,0,230,21246,0
10,64761,0,153,8000,0
14,151591,0,479,43072,0
18,150981,0,288,27876,0
6,46731,1,556,24894,0
10,47081,1,0,17765,0
14,194201,1,0,20150,0
18,194081,1,0,1000,0
6,36281,0,0,32973,0
10,18871,0,1000,31667,0
14,180561,0,700,38026,0
18,180761,0,1490,32588,0
6,57441,1,713,87935,0
10,58311,1,1116,58264,0
14,145621,1,2417,100345,0
18,145511,1,2762,100985,0
6,40051,1,0,11180,0
10,38081,1,0,19548,0
14,183001,1,0,21600,0
18,183711,1,0,23400,0
6,63651,1,460,21859,0
10,65001,1,0,705,0
14,151831,1,100,4955,0
18,145541,1,384,20684,0
6,63651,1,4204,185771,0
10,65001,1,3000,130437,0
14,151831,1,2041,184699,0
18,145541,1,1918,235257,0
6,47651,1,0,37888,0
10,48141,1,0,122615,0
14,195241,1,0,38473,0
18,195051,1,0,4153,0
6,55011,1,344,20713,0
10,55671,1,739,43719,0
14,143371,1,1364,57812,0
18,143371,1,1559,58681,0
6,55011,1,950,45367,0
10,55671,1,1600,57471,0
14,143371,1,1719,71782,0
18,143371,1,1846,71479,0
6,12691,1,0,12142,0
10,13751,1,0,20550,0
14,131381,1,0,19500,0
18,130631,1,0,17472,0
6,62801,1,333,18351,0
10,64081,1,650,30801,0
14,150961,1,500,32341,0
18,150371,1,1250,52194,0
6,62801,1,1151,54983,0
10,64081,1,1825,71977,0
14,150961,1,1841,69634,0
18,150371,1,2110,87964,0
6,15751,0,0,0,0
10,17161,0,0,0,0
14,113321,0,0,12480,0
18,112911,1,0,22880,0
6,50671,0,403,26851,0
10,50971,0,617,41551,0
14,210941,1,740,45760,0
18,210911,1,855,852190,0
6,61241,1,1000,39344,0
10,62321,1,0,29591,0
14,149261,1,138,55730,0
18,148791,1,153,44247,0
6,47381,1,700,39344,0
10,47801,1,950,35679,0
14,194921,1,500,0,0
18,194801,1,0,54116,0
6,70601,1,490,39116,0
10,72571,1,1076,49549,0
14,201951,1,1250,57903,0
18,201641,1,1398,61864,0
6,69801,1,0,1200,0
10,71821,1,125,10888,0
14,206541,1,144,7503,0
18,206091,1,0,11655,0
6,69801,1,1754,70496,0
10,71821,1,1885,72785,0
14,206541,1,1994,133946,0
18,206091,1,0,253200,0
6,58851,1,400,20573,0
10,59661,1,34,14517,0
14,146861,1,0,32335,0
18,146531,1,0,4730,0
6,58851,1,1600,61042,0
10,59661,1,566,77092,0
14,146861,1,0,106525,0
18,146531,1,0,112499,0
6,58851,0,0,7011,0
10,59662,1,583,27809,0
14,148591,1,1100,57903,0
18,147301,1,3000,108857,0
6,59081,0,0,73326,0
10,59951,0,1821,55737,0
14,147991,0,0,55529,0
18,146611,0,2532,37702,0
6,59081,0,0,20910,0
10,59951,0,0,13244,0
14,147991,0,700,49792,0
18,146611,0,959,52025,0
6,4261,0,0,11180,0
10,5001,0,0,12000,0
14,112751,1,0,19916,0
18,112461,1,0,21000,0
6,4261,0,0,10400,0
10,5011,0,712,33855,0
14,112761,0,945,28048,0
18,112471,0,0,11424,0
6,4261,0,0,13797,0
10,40941,1,775,33193,0
14,184341,1,1549,44576,0
18,184011,1,2341,112487,0
6,32511,1,843,30830,0
10,29321,1,0,17308,0
14,175151,1,0,28828,0
18,178271,1,0,59500,0
6,41611,1,370,19061,0
10,40261,1,0,1291,0
14,185011,1,0,21216,0
18,185441,1,0,21768,0
6,44621,0,421,34181,0
10,44881,0,600,30902,0
14,192791,0,450,31245,0
18,192761,1,950,43071,0
6,34791,0,837,39344,0
10,32151,0,300,10436,0
14,177741,1,937,28868,0
18,178221,1,1100,43522,0
6,34791,0,550,14042,0
10,32151,0,1500,64736,0
14,177741,1,2500,88911,0
18,178221,1,2913,104426,0
6,45372,1,1822,80656,0
10,45571,1,1726,63658,0
14,191311,1,0,125974,0
18,191331,1,4000,132370,0
6,32231,1,0,13364,0
10,29171,1,0,18226,0
14,174991,1,0,22000,0
18,175021,1,0,23000,0
6,6751,0,652,28298,0
10,7671,1,966,36565,0
14,115061,1,871,247059,0
18,114491,1,0,37000,0
6,6751,1,2225,60326,0
10,7671,1,2552,97782,0
14,115061,1,2800,101107,0
18,114491,1,3150,117643,0
6,53681,0,525,32109,0
10,54071,1,0,22600,0
14,141581,1,211,33773,0
18,141461,1,0,31210,0
6,53681,1,0,6500,0
10,54071,1,0,11000,0
14,141581,1,0,16510,0
18,141461,1,0,17774,0
6,65431,1,859,38768,0
10,67181,1,1195,55370,0
14,153701,1,1371,63422,0
18,153031,1,2026,90037,0
6,65431,1,450,22840,0
10,67181,1,558,29910,0
14,153701,1,1250,40664,0
18,153031,1,700,24906,0
6,59431,1,550,5565,0
10,60331,1,900,37197,0
14,147491,1,1071,59153,0
18,147081,1,1594,58794,0
6,59431,1,820,38396,0
10,60331,1,700,37197,0
14,147491,1,954,48795,0
18,147081,1,1238,45669,0
6,29101,1,680,28804,0
10,27581,1,0,87738,0
14,173671,1,0,22000,0
18,173701,1,0,24000,0
6,32781,1,1150,58961,0
10,29551,1,1270,82860,0
14,119451,1,1884,83077,0
18,118921,1,2029,95423,0
6,5861,0,600,30818,0
10,6671,0,0,21164,0
14,114051,0,0,23400,0
18,113611,0,0,27000,0
6,40281,1,850,34785,0
10,38411,1,700,42497,0
14,170771,1,1010,44329,0
18,170811,1,943,41704,0
6,40281,0,0,13181,0
10,38411,0,420,25902,0
14,183301,0,450,29539,0
18,183951,0,0,14500,0
6,16701,1,0,114762,0
10,18511,1,1342,72968,0
14,122171,1,100,137991,0
18,121681,1,0,100188,0
6,73801,0,400,21666,0
10,76451,0,437,24319,0
14,204681,0,420,28062,0
18,204361,0,400,22270,0
6,36731,1,0,33514,0
10,32771,1,0,55271,0
14,178291,1,0,59862,0
18,178841,1,0,101614,0
6,36731,1,275,9004,0
10,32771,1,0,8114,0
14,178291,1,0,10312,0
18,178841,1,200,16000,0
6,19841,1,1297,35870,0
10,22111,1,1400,53745,0
14,127821,1,1400,67372,0
18,127131,1,1500,150155,0
6,31941,1,0,31840,0
10,28861,1,0,42401,0
14,174791,1,0,46700,0
18,174781,1,0,51558,0
6,31941,1,0,5331,0
10,28861,1,0,6733,0
14,174791,1,0,7497,0
18,174781,1,0,114,0
6,44141,1,0,31428,0
10,44661,1,0,29226,0
14,192161,1,0,31140,0
18,192121,1,0,31479,0
6,43201,1,235,3052,0
10,43481,1,0,16789,0
14,191031,1,0,21033,0
18,191131,1,689,19150,0
6,52261,0,978,38076,0
10,52891,0,1100,47828,0
14,140541,0,1323,56548,0
18,140641,1,1361,55486,0
6,72721,1,0,25435,0
10,75441,1,0,24375,0
14,204711,1,0,12000,0
18,204421,1,0,13890,0
6,1711,1,940,39413,0
10,2321,1,1096,47158,0
14,110651,1,0,29000,0
18,110601,1,0,26030,0
6,1711,1,1400,55325,0
10,2321,1,1607,65798,0
14,110651,1,1726,72820,0
18,110601,1,2416,92187,0
6,16461,1,500,72308,0
10,18041,1,0,51741,0
14,118711,1,0,30761,0
18,118121,1,0,35800,0
6,16461,1,2880,19403,0
10,18041,1,263,10300,0
14,118711,1,0,81892,0
18,118121,1,0,43000,0
6,59681,1,800,33067,0
10,60211,1,0,51304,0
14,147631,1,0,12192,0
18,147231,1,0,43036,0
6,16262,1,978,31917,0
10,17721,1,1300,55362,0
14,123771,1,500,8000,0
18,123181,1,575,27876,0
6,46031,1,647,28358,0
10,45321,1,0,757,0
14,192721,1,0,26400,0
18,192701,1,0,21120,0
6,42151,1,0,22610,0
10,40901,1,608,10100,0
14,183751,1,0,0,0
18,220401,1,867,43590,0
6,42151,1,0,40768,0
10,40901,1,900,14137,0
14,183751,1,2301,99035,0
18,220401,1,3376,125771,0
6,16361,1,0,8147,0
10,24331,1,560,21682,0
14,124021,1,838,41403,0
18,123401,1,771,36861,0
6,70781,0,827,37580,0
10,72741,0,900,42378,0
14,206251,0,893,40394,0
18,205861,0,1280,51304,0
6,48811,1,625,32328,0
10,40931,1,0,54428,0
14,179461,1,702,0,0
18,180021,1,0,16300,0
6,60761,1,2467,86299,0
10,61751,1,0,111093,0
14,148801,1,0,143347,0
18,148321,1,0,98020,0
6,65271,1,600,27157,0
10,66971,1,0,98081,0
14,158231,1,0,28242,0
18,157991,1,0,35108,0
6,65271,1,0,4315,0
10,66971,1,0,7900,0
14,158231,1,0,8322,0
18,157991,1,0,3640,0
6,48031,1,1207,45210,0
10,48871,1,937,45977,0
14,195841,1,1320,60463,0
18,195631,1,95,75099,0
6,57021,1,1170,62322,0
10,57971,1,1220,37420,0
14,145381,1,1394,78407,0
18,145301,1,1519,56405,0
6,57721,1,875,57860,0
10,58551,1,1500,60973,0
14,145291,1,1611,70500,0
18,143221,1,4000,110685,0
6,57721,1,658,17128,0
10,58551,1,875,43290,0
14,145291,1,924,38789,0
18,143221,1,325,16960,0
6,50881,1,0,10135,0
10,36941,1,0,42384,0
14,186721,1,281,28510,0
18,187521,1,0,19479,0
6,1351,1,1500,68329,0
10,1931,1,1841,80261,0
14,110281,1,1822,310856,0
18,110251,1,2225,86480,0
6,51071,0,729,37288,0
10,51341,1,1050,45197,0
14,211281,1,1190,63400,0
18,211231,1,1539,60808,0
6,73281,1,1300,42177,0
10,76001,1,1295,53510,0
14,203931,1,0,59935,0
18,200931,1,1006,59465,0
6,7301,1,2250,75231,0
10,7981,1,3000,106533,0
14,115261,1,0,106600,0
18,118241,1,0,100401,0
6,7301,1,1533,56303,0
10,7981,1,1726,77861,0
14,115261,1,0,25000,0
18,118241,1,0,5000,0
6,70671,1,1700,56946,0
10,73191,1,1750,88021,0
14,201671,1,4500,188586,0
18,201401,1,3000,113728,0
6,70671,0,550,16142,0
10,73201,1,50,50758,0
14,201681,1,46,4017,0
18,201411,1,415,22631,0
6,32031,1,730,30698,0
10,25951,1,1000,48570,0
14,172341,1,1160,50586,0
18,172551,1,1200,57518,0
6,32031,1,1630,50429,0
10,25951,1,1950,73228,0
14,172341,1,2250,89546,0
18,172551,1,2600,90175,0
6,74921,1,0,3802,0
10,77671,1,300,18641,0
14,206581,1,0,16018,0
18,206131,1,450,18000,0
6,74921,1,0,3802,0
10,77671,1,900,42563,0
14,206581,1,1323,55230,0
18,206131,1,1400,119318,0
6,60411,1,0,41768,0
10,61241,1,0,12500,0
14,148181,1,0,15000,0
18,140051,1,0,17420,0
6,60411,1,0,46929,0
10,61241,1,129,19900,0
14,148181,1,0,20500,0
18,140051,1,0,20904,0
6,17781,1,1250,58287,0
10,19681,1,1565,58784,0
14,133281,1,1900,67137,0
18,132871,1,2125,74183,0
6,32061,0,570,6938,0
10,28511,0,530,17975,0
14,144221,0,1404,64799,0
18,156811,1,2400,90238,0
6,9531,1,0,38307,0
10,10541,1,0,47362,0
14,117331,1,0,47932,0
18,116881,1,0,46828,0
6,33061,1,800,40248,0
10,34301,1,1200,50494,0
14,179481,1,1419,58581,0
18,180091,1,976,55747,0
6,33061,1,158,10464,0
10,34301,1,475,23872,0
14,179481,1,750,35168,0
18,180091,1,525,37010,0
6,30661,0,550,14894,0
10,40831,0,752,27891,0
14,149341,1,0,38258,0
18,174421,1,0,110,0
6,67961,1,0,14056,0
10,69771,1,0,19611,0
14,155981,1,0,37240,0
18,157001,1,0,30240,0
6,55721,1,0,9836,0
10,56371,1,0,481,0
14,159441,1,0,0,0
18,159701,1,0,0,0
6,69821,1,1175,31286,0
10,75451,1,650,52153,0
14,203811,1,1154,59252,0
18,200451,1,943,47577,0
6,44941,0,832,24077,0
10,49821,0,1234,53791,0
14,194851,0,1717,63085,0
18,194711,1,2000,81502,0
6,41661,1,192,0,35035
10,40361,1,240,18771,0
14,185221,1,1000,53679,0
18,181641,1,0,40325,0
6,28781,1,0,25813,0
10,66111,1,67,22739,0
14,152891,1,384,102400,0
18,159381,1,120,15128,0
6,28781,1,0,32673,0
10,66111,1,1600,31470,0
14,152891,1,2000,61690,0
18,159381,1,2200,94200,0
6,50851,0,69,21460,0
10,25011,0,750,30833,0
14,186061,0,0,43116,0
18,187101,0,1567,62150,0
6,50621,0,0,18712,0
10,50941,0,720,34514,0
14,210921,0,0,228142,0
18,212311,0,700,16804,0
6,60711,0,1154,29078,0
10,61711,1,0,3396,0
14,148761,1,1315,60294,0
18,148281,1,0,66800,0
6,21501,1,0,52749,0
10,311,1,2030,93490,0
14,100151,1,2876,0,44760
18,100121,1,0,20141,0
6,15111,1,2125,82647,0
10,16341,1,1887,97193,0
14,122541,1,2519,106315,0
18,122041,1,2954,111385,0
6,15111,1,89,9641,0
10,16341,1,180,9255,0
14,122541,1,190,14261,0
18,122041,1,906,41310,0
6,26721,0,0,20022,0
10,35311,0,0,25417,0
14,177301,0,180,17409,0
18,181051,0,0,25622,0
6,56861,1,0,9521,0
10,24981,1,364,16413,0
14,133841,1,1101,81606,0
18,133391,1,1302,93379,0
6,56861,1,2486,69927,0
10,24981,1,2992,112198,0
14,133841,1,3836,137781,0
18,133391,1,4028,147773,0
6,8711,1,944,29948,0
10,9771,1,950,50500,0
14,116751,1,1077,54486,0
18,116371,1,1700,73332,0
6,8711,1,488,20502,0
10,9771,1,750,38630,0
14,116751,1,746,37154,0
18,116371,1,1362,61037,0
6,6921,0,1036,58160,0
10,7841,0,1664,70977,0
14,115151,0,2002,79151,0
18,114781,0,1975,91080,0
6,49181,1,1200,46403,0
10,23781,1,1300,58561,0
14,129341,1,1500,60702,0
18,128561,1,1600,65318,0
6,49181,1,963,48623,0
10,23781,1,1098,47015,0
14,129341,1,1300,52708,0
18,128561,1,1266,50459,0
6,56691,1,0,24297,0
10,57701,1,0,22050,0
14,145221,1,0,37350,0
18,145161,1,0,29140,0
6,60871,1,0,34298,0
10,61831,1,0,12600,0
14,148881,1,0,12200,0
18,148411,1,480,24069,0
6,18981,0,200,22933,0
10,21181,0,0,47845,0
14,126991,0,0,15924,0
18,126321,0,0,16640,0
6,18981,0,0,24969,0
10,21181,0,0,13360,0
14,126991,0,0,14924,0
18,126321,0,0,14040,0
6,16971,1,1465,57211,0
10,18781,1,1275,61033,0
14,124791,1,1555,82557,0
18,124151,1,0,35100,0
6,16971,1,0,11998,0
10,18781,1,0,1251,0
14,124791,1,0,76525,0
18,124151,1,0,35100,0
6,39891,1,847,623391,0
10,42241,1,1078,205349,0
14,182971,1,1023,54588,0
18,183691,1,0,46600,0
6,39891,1,0,15258,0
10,42241,1,355,17305,0
14,182971,1,325,121953,0
18,183691,1,150,9000,0
6,15121,1,0,72214,0
10,16351,1,0,145108,0
14,121261,1,0,121013,0
18,130721,1,0,49080,0
6,15121,1,0,12058,0
10,16351,1,288,0,0
14,121261,1,0,1000,0
18,130721,1,0,0,0
6,69481,1,911,38224,0
10,72141,1,0,37490,0
14,200681,1,0,24182,0
18,200711,1,0,17001,0
6,12041,1,0,13562,0
10,13101,1,288,118330,0
14,119801,1,658,33801,0
18,119241,1,780,35857,0
6,9491,1,900,108211,0
10,10521,1,650,93834,0
14,117311,1,750,49705,0
18,116871,1,0,20810,0
6,43301,1,580,36528,0
10,43311,1,1050,51821,0
14,190871,1,0,52576,0
18,190521,1,0,48864,0
6,43301,1,1100,56290,0
10,43151,1,307,9869,0
14,190741,1,330,43766,0
18,190891,1,0,58643,0
6,55481,1,2500,88577,0
10,56171,1,2734,127972,0
14,143951,1,2558,112036,0
18,143811,1,1950,110580,0
6,55481,1,0,6560,0
10,56171,1,0,0,0
14,143951,1,0,1513,0
18,143811,1,0,0,0
6,9071,0,0,6167,0
10,10081,1,0,3551,0
14,116991,1,0,0,0
18,116581,1,0,0,0
6,64601,1,650,30582,0
10,66291,1,809,36390,0
14,152851,1,900,65791,0
18,152161,1,0,35544,0
6,64851,1,0,10920,0
10,66521,1,0,11180,0
14,153231,1,0,15600,0
18,152571,1,0,26500,0
6,64851,1,0,19061,0
10,66521,1,0,11300,0
14,153231,1,0,15600,0
18,152581,1,0,27092,0
6,64861,1,132,21514,0
10,66531,1,1150,45148,0
14,153241,1,0,37258,0
18,152591,1,0,48864,0
6,71771,1,950,39492,0
10,74421,1,1250,62268,0
14,202981,1,1093,109651,0
18,202701,1,0,49000,0
6,35231,0,0,20733,0
10,32631,0,480,26185,0
14,177911,1,783,39262,0
18,178361,1,806,40870,0
6,44991,1,1050,54974,0
10,45071,1,1400,62835,0
14,192501,1,1474,64420,0
18,192431,1,1500,98682,0
6,34671,1,1956,97945,0
10,31991,1,2206,126519,0
14,177601,1,2520,131433,0
18,178071,1,0,65343,0
6,34671,1,368,12935,0
10,31991,1,420,27511,0
14,177601,1,0,66319,0
18,178071,1,0,36000,0
6,30021,0,944,38428,0
10,26791,1,650,19340,0
14,174681,1,0,700,0
18,174711,1,0,8460,0
6,65721,0,253,43078,0
10,67411,0,1100,62716,0
14,152661,1,1000,82947,0
18,152001,1,1770,142167,0
6,48101,1,0,40291,0
10,48901,1,0,85902,0
14,195871,1,0,110591,0
18,195661,1,0,101163,0
6,14901,1,0,0,0
10,24241,1,0,24995,0
14,122411,1,0,32110,0
18,121921,1,0,15314,0
6,75451,1,0,65562,0
10,77231,1,0,0,12295
14,206791,1,0,5498,0
18,206371,1,0,41638,0
6,50101,1,850,36528,0
10,50531,1,0,67592,0
14,212211,1,0,16500,0
18,212231,1,0,23000,0
6,12461,1,0,20220,0
10,13501,1,0,25800,0
14,120171,1,0,25600,0
18,119641,1,0,34690,0
6,46421,1,0,11636,0
10,46761,1,1321,56268,0
14,193911,1,920,49445,0
18,193731,1,1055,50558,0
6,46421,1,550,45544,0
10,46761,1,934,51629,0
14,193911,1,1441,63282,0
18,193731,1,1534,62653,0
6,48661,0,0,162790,0
10,41561,1,900,40509,0
14,172721,1,1050,49922,0
18,172991,1,1060,52862,0
6,48661,0,0,58309,0
10,41561,1,1615,65030,0
14,172721,1,1718,75610,0
18,172991,1,1923,135314,0
6,5981,1,1134,45557,0
10,5631,1,1151,51821,0
14,113291,1,1381,61493,0
18,130381,1,1151,48864,0
6,5981,1,650,33569,0
10,5631,1,650,37843,0
14,113291,1,800,37258,0
18,130381,1,890,40325,0
6,48741,1,895,43253,0
10,25531,1,1036,50220,0
14,179771,1,0,35300,0
18,180301,1,0,32610,0
6,48741,1,760,27895,0
10,25531,1,959,42334,0
14,179771,1,0,0,0
18,180301,1,0,21480,0
6,59171,1,850,35942,0
10,59151,1,1335,60449,0
14,158811,1,1226,40073,0
18,148211,1,1657,65921,0
6,14321,1,550,15593,0
10,15551,1,900,35179,0
14,121891,1,1075,46605,0
18,121451,1,1444,58794,0
6,41961,1,1089,44996,0
10,40671,1,1500,68360,0
14,185531,1,1725,57217,0
18,185901,1,1750,73819,0
6,71911,1,827,41268,0
10,74571,1,426,24712,0
14,202921,1,379,50090,0
18,202621,1,730,65180,0
6,66841,1,801,47242,0
10,68731,1,0,42964,0
14,155031,1,0,49300,0
18,154531,1,0,32385,0
6,61081,0,1862,63085,0
10,62181,0,1438,50825,0
14,149161,0,1600,68016,0
18,175221,0,1688,70323,0
6,61081,1,765,32903,0
10,62181,1,873,40067,0
14,149161,1,1055,49335,0
18,175221,1,1112,52391,0
6,3651,1,1151,51934,0
10,4381,1,2263,55539,0
14,112291,1,2110,88972,0
18,112021,1,3165,123377,0
6,3651,1,1496,50883,0
10,4381,1,1784,82200,0
14,112291,1,863,51959,0
18,112021,1,1151,87787,0
6,8901,1,600,36627,0
10,9351,1,1250,46467,0
14,129991,1,1000,54607,0
18,129261,1,1250,43434,0
6,8901,0,1036,42516,0
10,9352,1,1542,69443,0
14,116851,1,1841,76853,0
18,116471,1,2071,90848,0
6,8901,0,1141,37093,0
10,9471,1,3011,69563,0
14,132551,1,0,69811,0
18,132451,1,5370,308038,0
6,71161,1,0,16293,0
10,73671,1,0,19543,0
14,202051,1,0,23188,0
18,201721,1,0,21205,0
6,24831,1,0,3223,0
10,17931,1,0,19707,0
14,123961,1,0,25035,0
18,123331,1,0,22291,0
6,24831,1,0,9919,0
10,17931,1,0,19240,0
14,123961,1,402,31015,0
18,123331,1,1132,59974,0
6,74011,1,997,42672,0
10,76691,1,1205,58152,0
14,204791,1,0,142500,0
18,204481,1,0,31500,0
6,74011,1,107,9091,0
10,76691,1,150,3500,0
14,204791,1,0,5000,0
18,204481,1,0,16000,0
6,20481,0,0,19804,0
10,22871,0,483,34074,0
14,128391,0,400,22315,0
18,127631,1,345,32201,0
6,45951,1,138,14564,0
10,47761,1,863,33843,0
14,194821,1,967,34123,0
18,196111,1,1155,57240,0
6,45951,1,649,27089,0
10,47761,1,845,31878,0
14,194821,1,0,2637,0
18,196111,1,0,3267,0
6,65811,0,200,10480,0
10,46221,0,240,4478,0
14,196671,0,767,35905,0
18,196691,0,690,8000,0
6,45951,0,755,19204,0
10,46221,0,770,35942,0
14,196672,0,950,43384,0
18,193571,0,1240,50879,0
6,19831,1,0,66553,0
10,22091,1,0,53925,0
14,127791,1,0,67485,0
18,127111,1,0,47069,0
6,19831,1,0,4659,0
10,22091,1,150,18932,0
14,127801,1,700,55206,0
18,127121,1,700,38931,0
6,73021,0,720,14042,0
10,75771,0,615,33585,0
14,204071,0,800,39807,0
18,203741,1,900,41638,0
6,73021,0,0,18997,0
10,75771,0,0,13738,0
14,204071,0,1100,47128,0
18,203741,1,1350,54167,0
6,6221,1,1537,73999,0
10,7071,1,1800,71961,0
14,114581,1,2071,89009,0
18,114211,1,2493,81502,0
6,68861,0,116,23987,0
10,69531,1,0,55599,0
14,159041,1,476,33856,0
18,159491,1,600,48390,0
6,1471,1,3260,101111,0
10,2641,1,2733,115312,0
14,129881,1,1726,30558,0
18,129111,1,4603,852190,0
6,31701,0,1050,44417,0
10,29001,0,2000,62431,0
14,174492,0,720,36676,0
18,172711,0,1650,59911,0
6,31701,0,650,15806,0
10,29001,0,600,29470,0
14,174491,0,25,34263,0
18,172701,0,945,35621,0
6,72251,1,506,50984,0
10,74902,1,2500,112198,0
14,202511,1,2493,85100,0
18,202191,1,2570,107515,0
6,64211,1,0,28043,0
10,65781,1,0,18184,0
14,152541,1,0,30223,0
18,151901,1,0,42592,0
6,64211,1,0,18995,0
10,65781,1,0,14174,0
14,152541,1,0,31521,0
18,151901,1,0,30662,0
6,66471,0,647,27654,0
10,68311,0,629,36064,0
14,154661,0,0,34557,0
18,154081,0,0,36319,0
6,66481,0,0,24215,0
10,68051,0,428,28179,0
14,154391,0,266,22501,0
18,153742,0,561,20267,0
6,74151,1,426,26558,0
10,76831,1,521,32566,0
14,204921,1,550,31911,0
18,204621,1,663,36084,0
6,74151,1,40,15647,0
10,76831,1,57,16072,0
14,204921,1,550,34327,0
18,204621,1,800,44240,0
6,25911,1,538,45418,0
10,41151,1,604,8234,0
14,187771,1,0,0,0
18,188321,1,0,12624,0
6,54891,1,1171,39935,0
10,68611,1,700,40169,0
14,154931,1,856,45743,0
18,154441,1,1053,50007,0
6,54891,1,2493,87540,0
10,68611,1,0,159435,0
14,154931,1,69,74466,0
18,154441,1,195,65549,0
6,14911,1,0,2000,0
10,16091,1,0,494,0
14,122321,1,0,22112,0
18,121851,1,0,20800,0
6,14911,1,500,1810,0
10,16091,1,0,32502,0
14,122321,1,0,39922,0
18,121851,1,0,39668,0
6,57371,0,0,33052,0
10,58251,0,0,33024,0
14,145591,0,0,34912,0
18,145481,0,0,50519,0
6,51221,0,0,15730,0
10,51481,0,0,20000,0
14,211431,0,0,21661,0
18,171561,0,0,21190,0
6,25871,0,700,43725,0
10,41121,1,725,56232,0
14,186891,1,950,57206,0
18,187681,1,1500,68024,0
6,4211,0,670,35823,0
10,4951,0,700,35679,0
14,112741,0,0,0,0
18,112451,0,0,22360,0
6,63861,1,1300,28804,0
10,65221,1,750,36518,0
14,152021,1,700,33716,0
18,151381,1,0,108323,0
6,63861,1,692,102164,0
10,65221,1,500,71351,0
14,152021,1,300,122936,0
18,151381,1,0,74299,0
6,38901,0,592,33335,0
10,36671,0,0,35041,0
14,173441,1,760,31847,0
18,177761,1,886,42717,0
6,38901,0,806,27285,0
10,36671,0,970,46589,0
14,173441,1,1485,62622,0
18,177761,1,2589,94810,0
6,51281,1,400,24615,0
10,51571,1,0,35760,0
14,211531,1,0,16510,0
18,211461,1,0,18009,0
6,51281,1,550,25818,0
10,51571,1,430,41411,0
14,211531,1,131,22200,0
18,211461,1,0,18009,0
6,51291,1,635,30719,0
10,51581,1,850,47257,0
14,211541,1,900,46605,0
18,211471,1,1447,59465,0
6,75251,1,113,5805,0
10,78681,1,0,0,0
14,206071,1,0,0,0
18,206621,1,208,8500,0
6,75251,1,2604,85179,0
10,78681,1,1795,91639,0
14,206071,1,2500,97894,0
18,206621,1,3055,356687,0
6,71741,1,750,34106,0
10,74271,1,1059,47819,0
14,202691,1,420,21703,0
18,202341,1,875,36292,0
6,40611,1,0,28475,0
10,38841,1,707,58707,0
14,183701,1,255,54531,0
18,184281,1,451,39147,0
6,60101,1,0,10000,0
10,61051,1,0,5000,0
14,148041,1,0,9400,0
18,147671,1,0,19500,0
6,60101,1,643,31804,0
10,61051,1,0,19669,0
14,148041,1,0,57201,0
18,147671,1,0,76000,0
6,56061,1,1731,63830,0
10,56921,1,2500,82936,0
14,144631,1,2148,84844,0
18,144481,1,2397,139233,0
6,67411,0,0,13000,0
10,69221,0,0,16400,0
14,156611,0,0,19500,0
18,156151,0,0,22550,0
6,11741,1,780,19315,0
10,14911,1,1000,48632,0
14,121171,1,0,23244,0
18,120651,1,0,34000,0
6,11742,0,0,36809,0
10,12701,0,1496,48606,0
14,119411,1,2370,84465,0
18,118901,1,2600,120357,0
6,58741,1,421,25892,0
10,59581,1,525,25928,0
14,146771,1,650,37467,0
18,146421,1,896,38911,0
6,58741,1,2380,48282,0
10,59581,1,2884,113771,0
14,146771,1,2885,182224,0
18,146421,1,3630,145774,0
6,19801,1,540,35841,0
10,22061,1,225,41306,0
14,127771,1,750,75764,0
18,127081,1,1464,81746,0
6,35261,1,1611,67111,0
10,32651,1,1841,92549,0
14,186671,1,2762,90361,0
18,187491,1,2186,99269,0
6,64411,1,0,50061,0
10,66001,1,0,10000,0
14,152781,1,0,40050,0
18,152101,1,0,4150,0
6,64411,1,500,27190,0
10,66001,1,0,34600,0
14,152781,1,0,27050,0
18,152101,1,0,18150,0
6,34151,0,0,12896,0
10,31401,0,0,16000,0
14,176991,0,0,19526,0
18,177491,0,0,18770,0
6,2671,0,0,40945,0
10,3391,0,967,54936,0
14,130961,0,1312,72953,0
18,111611,0,1390,77307,0
6,71811,1,0,500,0
10,18341,1,0,6200,0
14,124311,1,0,22197,0
18,123711,1,0,17788,0
6,71811,1,425,45307,0
10,18341,1,0,40500,0
14,124311,1,0,28197,0
18,123711,1,0,17789,0
6,74261,1,0,11440,0
10,77011,1,0,12000,0
14,205101,1,0,17120,0
18,204731,1,0,19760,0
6,74261,1,0,11440,0
10,77011,1,0,12000,0
14,205101,1,0,17221,0
18,204731,1,0,19760,0
6,49951,1,324,25630,0
10,50331,1,490,26747,0
14,210361,1,700,33495,0
18,210381,1,450,32709,0
6,49951,1,700,35823,0
10,50331,1,1200,52484,0
14,210361,1,1200,56230,0
18,210381,1,1100,54646,0
